3.000000000000000000e+00,-2.400000000000000000e+01,0.000000000000000000e+00
-3.000000000000000000e+00,-2.400000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,-1.714285714285714235e+01,0.000000000000000000e+00
9.000000000000000000e+00,-1.714285714285714235e+01,0.000000000000000000e+00
1.500000000000000000e+01,-1.714285714285714235e+01,0.000000000000000000e+00
-3.000000000000000000e+00,-1.714285714285714235e+01,0.000000000000000000e+00
-9.000000000000000000e+00,-1.714285714285714235e+01,0.000000000000000000e+00
-1.500000000000000000e+01,-1.714285714285714235e+01,0.000000000000000000e+00
6.000000000000000000e+00,-1.028571428571428648e+01,0.000000000000000000e+00
1.200000000000000000e+01,-1.028571428571428648e+01,0.000000000000000000e+00
1.800000000000000000e+01,-1.028571428571428648e+01,0.000000000000000000e+00
-6.000000000000000000e+00,-1.028571428571428648e+01,0.000000000000000000e+00
-1.200000000000000000e+01,-1.028571428571428648e+01,0.000000000000000000e+00
-1.800000000000000000e+01,-1.028571428571428648e+01,0.000000000000000000e+00
0.000000000000000000e+00,-1.028571428571428648e+01,0.000000000000000000e+00
3.000000000000000000e+00,-3.428571428571430602e+00,0.000000000000000000e+00
9.000000000000000000e+00,-3.428571428571430602e+00,0.000000000000000000e+00
1.500000000000000000e+01,-3.428571428571430602e+00,0.000000000000000000e+00
2.100000000000000000e+01,-3.428571428571430602e+00,0.000000000000000000e+00
-3.000000000000000000e+00,-3.428571428571430602e+00,0.000000000000000000e+00
-9.000000000000000000e+00,-3.428571428571430602e+00,0.000000000000000000e+00
-1.500000000000000000e+01,-3.428571428571430602e+00,0.000000000000000000e+00
-2.100000000000000000e+01,-3.428571428571430602e+00,0.000000000000000000e+00
3.000000000000000000e+00,3.428571428571427049e+00,0.000000000000000000e+00
9.000000000000000000e+00,3.428571428571427049e+00,0.000000000000000000e+00
1.500000000000000000e+01,3.428571428571427049e+00,0.000000000000000000e+00
2.100000000000000000e+01,3.428571428571427049e+00,0.000000000000000000e+00
-3.000000000000000000e+00,3.428571428571427049e+00,0.000000000000000000e+00
-9.000000000000000000e+00,3.428571428571427049e+00,0.000000000000000000e+00
-1.500000000000000000e+01,3.428571428571427049e+00,0.000000000000000000e+00
-2.100000000000000000e+01,3.428571428571427049e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.028571428571428470e+01,0.000000000000000000e+00
1.200000000000000000e+01,1.028571428571428470e+01,0.000000000000000000e+00
1.800000000000000000e+01,1.028571428571428470e+01,0.000000000000000000e+00
-6.000000000000000000e+00,1.028571428571428470e+01,0.000000000000000000e+00
-1.200000000000000000e+01,1.028571428571428470e+01,0.000000000000000000e+00
-1.800000000000000000e+01,1.028571428571428470e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.028571428571428470e+01,0.000000000000000000e+00
3.000000000000000000e+00,1.714285714285713880e+01,0.000000000000000000e+00
9.000000000000000000e+00,1.714285714285713880e+01,0.000000000000000000e+00
1.500000000000000000e+01,1.714285714285713880e+01,0.000000000000000000e+00
-3.000000000000000000e+00,1.714285714285713880e+01,0.000000000000000000e+00
-9.000000000000000000e+00,1.714285714285713880e+01,0.000000000000000000e+00
-1.500000000000000000e+01,1.714285714285713880e+01,0.000000000000000000e+00
3.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00
-3.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00
